AÑO,ENTIDAD,CULTIVO,VARIEDAD,UNIDAD_MEDIDA,TIPO_TECNOLOGIA,TIPO_PRODUCCION,TIPO_MERCADO,SUPERFICIE_SEMBRADA,SUPERFICIE_COSECHADA,SUPERFICIE_SINIESTRADA,VOLUMEN_PRODUCCION,RENDIMIENTO,PRECIO_MEDIO_RURAL,VALOR_PRODUCCION,TASA_SINIESTRO,EFICIENCIA_COSECHA,PRECIO_X_HECTAREA,VALOR_X_TONELADA
2003,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,88653.67,67203.92,21449.75,65277.19,0.97,1693.6,110553320,0.241949938,0.758050062,1247.024742,1693.598024
2003,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,359343.07,347629.07,11714,2727831.9,7.85,1393.23,3800487700,0.032598375,0.967401625,10576.2098,1393.226503
2003,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,1426,1330,96,7315,5.5,1200,8778000,0.067321178,0.932678822,6155.680224,1200
2003,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,29045,26601,2444,42082.9,1.58,1610.28,67765290,0.084145292,0.915854708,2333.113789,1610.280898
2003,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,68425.5,54448,13977.5,76186.01,1.4,1683.23,128238240,0.204273261,0.795726739,1874.129382,1683.225569
2003,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,35546.5,29196,6350.5,36570.7,1.25,1525.06,55772600,0.178653313,0.821346687,1569.003981,1525.062413
2004,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,53056,48124,4932,49059,1.02,1620.8,79514810,0.092958384,0.907041616,1498.695906,1620.799649
2004,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,592,10,582,25,2.5,2020,50500,0.983108108,0.016891892,85.30405405,2020
2004,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,8043.25,7535.75,507.5,38301.15,5.08,1457.51,55824330,0.063096385,0.936903615,6940.519069,1457.510545
2004,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,151284,132305,18979,272186.18,2.06,1505.79,409855800,0.125452791,0.874547209,2709.181407,1505.792102
2004,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,39557.32,37693.5,1863.82,50848.75,1.35,2224.99,113138160,0.047116943,0.952883057,2860.106802,2224.993928
2004,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11982.5,11982.5,0,35962.85,3,1769.85,63648990,0,1,5311.828917,1769.853891
2004,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,896818.36,842685.03,54133.33,1327573.11,1.58,1745.93,2317853500,0.060361532,0.939638468,2584.529492,1745.932847
2004,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,208200.64,133367.12,74833.52,277764.41,2.08,1711.75,475464540,0.359429827,0.640570173,2283.684334,1711.75472
2004,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6248.8,6227.3,21.5,9410.63,1.51,2922.43,27501890,0.003440661,0.996559339,4401.14742,2922.428148
2004,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,200576.2,193615.79,6960.41,374631.84,1.93,1611.03,603542980,0.034702073,0.965297927,3009.045839,1611.029591
2004,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,439027.3,406755.38,32271.92,1638580.24,4.03,1495.08,2449813520,0.073507775,0.926492225,5580.093812,1495.083036
2004,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,488757.25,479458.85,9298.4,1146193.7,2.39,2203.91,2526108120,0.019024577,0.980975423,5168.430995,2203.910316
2004,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,277821.23,265945.46,11875.77,618153.43,2.32,1822.73,1126724750,0.042746085,0.957253915,4055.574695,1822.726681
2004,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,550827.25,533674.25,17153,2996379.04,5.61,1570.84,4706840350,0.031140435,0.968859565,8545.03903,1570.84277
2004,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,545119.35,538683.19,6436.16,1564187.25,2.9,1641.81,2568096330,0.011806882,0.988193118,4711.071676,1641.80876
2004,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,464542.42,420570.88,43971.54,1230552.63,2.93,1485.08,1827469760,0.094655597,0.905344403,3933.913635,1485.080537
2004,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,28353.05,28353.05,0,83965.27,2.96,2057.92,172793410,0,1,6094.349991,2057.915255
2004,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,50538.45,50510.45,28,197861.81,3.92,1564.27,309508630,0.000554034,0.999445966,6124.220865,1564.266647
2004,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,69407.7,68569.7,838,70312.25,1.03,1750.18,123059040,0.012073588,0.987926412,1772.9883,1750.179236
2004,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,604238,535635.5,68602.5,694116.41,1.3,2452.35,1702217530,0.11353556,0.88646444,2817.130882,2452.35166
2004,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,564661,482650.46,82010.54,855353.72,1.77,1872.73,1601849150,0.145238541,0.854761459,2836.833339,1872.733014
2004,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,115382.4,102749.6,12632.8,307361.3,2.99,1516.98,466260730,0.109486369,0.890513631,4041.003914,1516.979301
2004,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,70254,24036,46218,16782.11,0.7,1963.6,32953370,0.657870015,0.342129985,469.0604094,1963.60112
2004,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,263763.5,218648.15,45115.35,185657.71,0.85,1520.26,282247710,0.171044705,0.828955295,1070.078726,1520.258491
2004,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,539529.08,503002.08,36527,4003626.58,7.96,1540.9,6169197240,0.067701633,0.932298367,11434.41099,1540.902259
2004,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,36066,18181,17885,75988.56,4.18,1345.44,102237720,0.495896412,0.504103588,2834.739644,1345.435681
2004,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,99721,92014,7707,150828,1.64,1580.74,238420000,0.077285627,0.922714373,2390.870529,1580.740976
2004,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,159735.87,116786.86,42949.01,405876.53,3.48,1577.77,640380710,0.268875175,0.731124825,4008.997541,1577.772211
2004,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,120486,120118,368,292185.8,2.43,1666.3,486868980,0.003054297,0.996945703,4040.875952,1666.299252
2004,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,540867.23,505577.36,35289.87,1000500.35,1.98,1904.26,1905213750,0.065246826,0.934753174,3522.516515,1904.260953
2004,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,152155,146052.1,6102.9,125293.77,0.86,1753.39,219688350,0.040109756,0.959890244,1443.845749,1753.386062
2004,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,324423,321224.25,3198.75,412969,1.29,1765.48,729088750,0.009859813,0.990140187,2247.339893,1765.480581
2005,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,45502,23586,21916,41394.1,1.76,1717.07,71076490,0.481649158,0.518350842,1562.051998,1717.068133
2005,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,731,553,178,539.64,0.98,1900,1025319,0.243502052,0.756497948,1402.625171,1900.005559
2005,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4546.5,4339.5,207,28121.85,6.48,1576.08,44322190,0.045529528,0.954470472,9748.639613,1576.076609
2005,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,146249.25,137739.25,8510,351847.32,2.55,1426.99,502083790,0.058188333,0.941811667,3433.069161,1426.993362
2005,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,29898.22,21595.72,8302.5,18367.55,0.85,1969.35,36172180,0.277692117,0.722307883,1209.843931,1969.352472
2005,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11568,11568,0,37521.39,3.24,1724.38,64701210,0,1,5593.119813,1724.382013
2005,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,715687.87,680981.99,34705.88,1228506.03,1.8,1799.99,2211294220,0.048493039,0.951506961,3089.74668,1799.98646
2005,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,158540.39,63936.08,94604.31,203834.48,3.19,1381.25,281545510,0.596720558,0.403279442,1775.85983,1381.245754
2005,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6120.8,5761.7,359.1,5936.94,1.03,2260.24,13418930,0.058668801,0.941331199,2192.349039,2260.243492
2005,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,175662.26,92026.76,83635.5,254960.65,2.77,1498.4,382032830,0.476115359,0.523884641,2174.814499,1498.399184
2005,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,389533.5,226480.12,163053.38,1037034.72,4.58,1364.66,1415204180,0.418586283,0.581413717,3633.074383,1364.664223
2005,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,486315.52,477305.77,9009.75,1195169.25,2.5,2357.94,2818138590,0.018526552,0.981473448,5794.876935,2357.941011
2005,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,237612.5,220119.75,17492.75,553721.73,2.52,1726.12,955787620,0.073618812,0.926381188,4022.463549,1726.115426
2005,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,522877.82,484235.55,38642.27,2285009.03,4.72,1406.83,3214619050,0.073903058,0.926096942,6147.935382,1406.829911
2005,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,523494.45,461916.93,61577.52,1166299.1,2.52,1674.47,1952933730,0.117627837,0.882372163,3730.571986,1674.470751
2005,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,486741.67,449785.91,36955.76,1288971.91,2.87,1448.41,1866965210,0.075924792,0.924075208,3835.638749,1448.414194
2005,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,29761.9,29754.9,7,84419.42,2.84,2124.76,179371080,0.0002352,0.9997648,6026.869252,2124.760867
2005,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,50300.5,47384.5,2916,121783.19,2.57,1489,181335450,0.057971591,0.942028409,3605.042693,1489.0023
2005,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,66726.1,65956.5,769.6,71147.32,1.08,1509.17,107373240,0.011533718,0.988466282,1609.16403,1509.167738
2005,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,576665,485277.27,91387.73,601227.92,1.24,2473.23,1486974330,0.15847629,0.84152371,2578.575655,2473.229004
2005,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,540945,398153,142792,768802.28,1.93,1606.13,1234792590,0.263967686,0.736032314,2282.658292,1606.125036
2005,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,106729.2,66906.1,39823.1,202051,3.02,1364.62,275723490,0.373122819,0.626877181,2583.393204,1364.623239
2005,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,64272,45506,18766,36381,0.8,2192.59,79768700,0.291977844,0.708022156,1241.111215,2192.592287
2005,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,236465.5,176867,59598.5,169720.05,0.96,1663.57,282342000,0.252038881,0.747961119,1194.009274,1663.57481
2005,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,530700.69,479615.69,51085,4192502.45,8.74,1301.59,5456931300,0.096259532,0.903740468,10282.50274,1301.592871
2005,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25837,20457,5380,119532.5,5.84,1487.31,177781810,0.20822851,0.79177149,6880.899872,1487.309393
2005,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,82985,66447,16538,102161,1.54,1734.14,177161750,0.199289028,0.800710972,2134.864735,1734.142677
2005,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,164421.08,142085.08,22336,431631.46,3.04,1397.85,603354560,0.135846328,0.864153672,3669.569376,1397.84658
2005,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,117962.5,117811,151.5,189862.91,1.61,1429.95,271493620,0.001284306,0.998715694,2301.524807,1429.945533
2005,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,583715.63,482175.51,101540.12,869690.95,1.8,1907.27,1658732310,0.173954773,0.826045227,2841.678764,1907.26638
2005,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,171550.3,95709.42,75840.88,102733.25,1.07,1706.59,175323750,0.442091212,0.557908788,1021.996173,1706.592072
2005,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,256358,132555.5,123802.5,200401.15,1.51,1846.66,370072040,0.482928171,0.517071829,1443.575157,1846.656269
2006,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,43735,37618,6117,51243,1.36,1937.78,99297870,0.139865097,0.860134903,2270.444038,1937.784088
2006,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,283,33,250,85.8,2.6,2100,180180,0.883392226,0.116607774,636.6784452,2100
2006,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4847.5,4563,284.5,26238.2,5.75,1662.33,43616500,0.058690046,0.941309954,8997.730789,1662.328208
2006,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,131954,128824,3130,302433.2,2.35,1777.84,537679080,0.023720387,0.976279613,4074.746351,1777.844099
2006,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,26706,18653,8053,19949.47,1.07,1830.33,36514020,0.301542724,0.698457276,1367.259043,1830.325317
2006,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,10355.01,10355.01,0,31193.35,3.01,2387.69,74479900,0,1,7192.643947,2387.685196
2006,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,704565.47,701603.47,2962,1309937.95,1.87,2176.45,2851013750,0.00420401,0.99579599,4046.485205,2176.449465
2006,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,93093.15,86975.49,6117.66,150844.32,1.73,1854.85,279794280,0.065715469,0.934284531,3005.530267,1854.854594
2006,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6296.6,6296.6,0,8096.14,1.29,3019.03,24442510,0,1,3881.858463,3019.032527
2006,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,191337.75,188815.75,2522,342148.83,1.81,2016.75,690028360,0.01318088,0.98681912,3606.336753,2016.749144
2006,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,389076.13,323644.62,65431.51,1058592.98,3.27,2116.77,2240798850,0.168171484,0.831828516,5759.281223,2116.770933
2006,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,468667,463475,5192,1205749.07,2.6,2154.92,2598288520,0.011078228,0.988921772,5543.997166,2154.916462
2006,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,244747.13,237535.23,7211.9,639959.23,2.69,2179.95,1395082220,0.02946674,0.97053326,5700.09634,2179.954839
2006,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,531311.65,506387.15,24924.5,2740716.92,5.41,2448.95,6711877250,0.046911262,0.953088738,12632.6559,2448.94947
2006,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,560125,554225.42,5899.58,1740506.23,3.14,2203.55,3835294850,0.010532613,0.989467387,6847.212408,2203.551348
2006,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,402167.82,384936.27,17231.55,1382227.86,3.59,2105.72,2910578160,0.042846665,0.957153335,7237.222909,2105.71516
2006,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25599,25367.94,231.06,77884.13,3.07,2853.99,222280410,0.009026134,0.990973866,8683.167702,2853.988483
2006,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,42727.25,41864.25,863,172654.37,4.12,2302.32,397506440,0.020197883,0.979802117,9303.347161,2302.324812
2006,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,33646.5,32521.5,1125,35191.85,1.08,1641.9,57781520,0.03343587,0.96656413,1717.311459,1641.900611
2006,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,565243.25,478284,86959.25,627865.55,1.31,2756.33,1730606520,0.153843942,0.846156058,3061.702232,2756.332976
2006,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,568857.55,529860.46,38997.09,995907.83,1.88,2057.99,2049572260,0.068553349,0.931446651,3602.962218,2057.993921
2006,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,106628.2,59399.2,47229,189430.12,3.19,2035.36,385559380,0.442931607,0.557068393,3615.92318,2035.364703
2006,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,61760,61303,457,48504.1,0.79,2326.67,112852950,0.007399611,0.992600389,1827.282222,2326.668261
2006,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,235356.09,165166.34,70189.75,162991.05,0.99,1942.77,316654280,0.298227889,0.701772111,1345.426328,1942.770968
2006,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,507561.75,485034.55,22527.2,4327682.72,8.92,1448.07,6266775270,0.044383171,0.955616829,12346.82336,1448.06717
2006,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,31750.8,31135.8,615,186631.55,5.99,1538.09,287056240,0.019369591,0.980630409,9040.913615,1538.090639
2006,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,87486,78148.5,9337.5,126382,1.62,2056.2,259867240,0.106731363,0.893268637,2970.386576,2056.204523
2006,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,121258.3,99180.3,22078,212096.2,2.14,1734.08,367791670,0.182074134,0.817925866,3033.125732,1734.079488
2006,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,116754.5,116330.5,424,266601.09,2.29,1803.12,480712690,0.003631552,0.996368448,4117.294751,1803.115996
2006,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,570613.54,533181.79,37431.75,1083759.13,2.03,1968.56,2133441000,0.065599127,0.934400873,3738.854497,1968.556426
2006,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,152613.46,147215.85,5397.61,138007.79,0.94,2221.85,306633050,0.03536785,0.96463215,2009.21367,2221.853201
2006,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,290496,283841,6655,399365.13,1.41,1956.82,781484050,0.022909093,0.977090907,2690.171465,1956.815934
2007,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,49477,21265,28212,47222.15,2.22,2700.39,127518200,0.570204337,0.429795663,2577.322796,2700.389542
2007,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4691,4556.25,134.75,27331.55,6,2435.39,66562979,0.028725219,0.971274781,14189.50735,2435.389833
2007,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,144026,90740.25,53285.75,163457.52,1.8,2261.37,369637210,0.36997313,0.63002687,2566.461681,2261.365583
2007,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,31397,27223,4174,23934.09,0.88,2485.58,59490190,0.132942638,0.867057362,1894.773067,2485.583952
2007,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,15334,15334,0,43403.45,2.83,2486.24,107911430,0,1,7037.395983,2486.24084
2007,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,572714.48,563777.06,8937.42,1202420.97,2.13,2476.04,2977242690,0.015605368,0.984394632,5198.476368,2476.040226
2007,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,176085.39,147210.56,28874.83,282177.56,1.92,2109.68,595304810,0.163981975,0.836018025,3380.773442,2109.681613
2007,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6234.8,6084.8,150,9467.11,1.56,4060.34,38439680,0.02405851,0.97594149,6165.342914,4060.339428
2007,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,205561.34,167947.84,37613.5,290316.51,1.73,2218.38,644030900,0.182979445,0.817020555,3133.035132,2218.375042
2007,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,419723.3,356038.7,63684.6,1355966.34,3.81,2180.3,2956414170,0.151729961,0.848270039,7043.721828,2180.30056
2007,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,446532.5,440889.85,5642.65,1244983.51,2.82,2757.23,3432706960,0.012636594,0.987363406,7687.473946,2757.230865
2007,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,254921.88,225763.18,29158.7,583579.69,2.58,2573.88,1502062200,0.114382885,0.885617115,5892.245107,2573.876757
